dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
1,Bsal Consortium Germany,Germany,"Velbert, Deilbach",TRUE,2018,51.337388,7.142683,100,Bsal Consortium Germany,BsalGer4857 - 5040/5043,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,24,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,39,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Lenterode,,2020,51.338167,10.086917,100,Bsal Consortium Germany,BsalGer6615 - 9781/9782,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bleibergquelle,,2018,51.343183,7.077412,100,Bsal Consortium Germany,BsalGer4856 - 6561/6562,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Heiligenhaus,TRUE,2018,51.358604,6.990914,100,Bsal Consortium Germany,BsalGer4481 - 6557/6560,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,680,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Heiligenhaus,TRUE,2018,51.358604,6.990914,100,Bsal Consortium Germany,BsalGer4482 - 6558/6559,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,15,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,83,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2724 - 158,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2725 - 164,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2726 - 165,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2727 - 166,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2728 - 167,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2729 - 168,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2730 - 169,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2731 - 170,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2732 - 171,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,"Ruthertal, Essen",TRUE,2016,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer2733 - 174,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4336 - 4507/4508,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4337 - 4509/4510,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4338 - 4511/4512,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,6,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4339 - 4513/4514,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4340 - 4515/4516,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4341 - 4517/4518,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4342 - 4519/4520,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4343 - 4521/4522,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4344 - 4523/4524,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4345 - 4525/4526,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4346 - 4527/4528,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4347 - 4529/4530,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4348 - 4531/4532,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4349 - 4533/4534,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4350 - 4535/4536,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4351 - 4537/4538,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4352 - 4539/4540,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4353 - 4541/4542,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4354 - 4543/4544,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4355 - 4545/4546,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4356 - 4547/4548,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4358 - 4551/4552,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2018,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4357 - 4549/4550,Salamandra,salamandra,swabbing,Bsal,TRUE,LivingSpecimen,FALSE,,31,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,157,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2019,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4359 - 1A/1B,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,14,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,29,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2019,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4360 - 2A/2B,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,14,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,469,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Ruthertal,TRUE,2019,51.382679,6.972078,100,Bsal Consortium Germany,BsalGer4361 - 3709/3710,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,TRUE,,14,,,,,,,,"Tc, Ia, Lh, Lv",,,,,,,,,,Ss only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,dead specimen found in the wild,62200,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4931 - 9684, 9698",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4932 - 9685, 9690",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4933 - 9687, 9686",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4934 - 9689, 9661",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4935 - 9680, 9662",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4936 - 9693, 9688",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4937 - 9694, 9695",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4938 - 9691, 9696",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4939 - 9697, 9692",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4940 - 9700, 9701",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4941 - 9702, 9703",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4942 - 9704, 9705",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4943 - 9706, 9707",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4944 - 9708, 9709",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4945 - 9710, 9711",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4946 - 9712, 9713",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4947 - 9714, 9715",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4948 - 9716, 9717",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4949 - 9718, 9719",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4950 - 9720, 9721",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4951 - 9722, 9723",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4952 - 9724, 9725",Triturus,cristatus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4953 - 9726, 9727",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4954 - 9728, 9730",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4955 - 9729, 9731",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4956 - 9732, 9733",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4957 - 9734, 9735",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Niepkuhlen,,2019,51.384235,6.562701,100,Bsal Consortium Germany,"BsalGer4958 - 9736, 9737",Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
